country,points,price,variety
US,90,19.0,Rhône-style White Blend
Italy,90,16.0,Pinot Grigio
Germany,90,20.0,Riesling
Germany,90,28.0,Riesling
Germany,90,12.0,Riesling
Germany,90,25.0,Pinot Noir
Germany,90,37.0,Spätburgunder
Germany,90,14.0,Riesling
France,90,64.0,Pinot Noir
US,90,42.0,Red Blend
Italy,90,29.0,Pinot Bianco
Italy,90,18.0,Pinot Grigio
Italy,90,19.0,Garganega
Italy,90,30.0,Pinot Bianco
France,90,22.0,Gamay
Portugal,90,30.0,Portuguese Red
Austria,92,28.0,Red Blend
US,92,140.0,Cabernet Sauvignon
US,92,41.0,Syrah
Spain,92,46.0,Tempranillo
US,92,40.0,Sauvignon Blanc
US,92,90.0,Pinot Noir
Spain,92,25.0,Tinta de Toro
Argentina,92,38.0,Malbec Blend
New Zealand,92,29.0,Sauvignon Blanc
US,92,118.0,Cabernet Sauvignon
Spain,92,50.0,Tempranillo
US,92,65.0,Cabernet Sauvignon
Spain,92,44.0,Tempranillo Blend
New Zealand,92,28.0,Pinot Noir
Austria,92,17.0,Weissburgunder
US,92,45.0,Chardonnay
Austria,92,20.0,Grüner Veltliner
US,92,38.0,Chardonnay
US,92,45.0,Syrah
US,92,50.0,Zinfandel
US,92,28.0,Tempranillo
US,92,28.0,Primitivo
US,92,120.0,Cabernet Sauvignon
Austria,92,25.0,Grüner Veltliner
US,92,65.0,Pinot Noir
US,92,49.0,Pinot Noir
US,92,62.0,Cabernet Sauvignon
Spain,92,80.0,Tinta de Toro
France,92,65.0,Rosé
US,87,16.0,Bordeaux-style Red Blend
Portugal,87,12.0,Portuguese Red
US,87,29.0,Pinot Noir
Italy,87,90.0,Nebbiolo
Spain,87,18.0,Red Blend
US,87,20.0,Chardonnay
Serbia,87,26.0,Morava
Australia,87,42.0,Pinot Noir
Spain,87,10.0,Tempranillo
Spain,87,10.0,Tempranillo
Spain,87,12.0,Tinta de Toro
Portugal,87,12.0,Portuguese Red
US,87,42.0,Cabernet Sauvignon
France,87,28.0,Sauvignon Blanc
US,87,13.0,Sauvignon Blanc
US,87,13.0,Sauvignon Blanc
US,87,13.0,Chardonnay
France,87,12.0,Melon
US,87,57.0,Pinot Noir
Spain,87,13.0,Rosado
Portugal,87,18.0,Portuguese White
Italy,87,70.0,Nebbiolo
US,87,13.0,Pinot Noir
France,87,15.0,Bordeaux-style Red Blend
France,87,16.0,Cabernet Franc
France,87,14.0,Chenin Blanc
US,87,18.0,Merlot
Italy,87,50.0,Nebbiolo
France,87,12.0,Bordeaux-style White Blend
US,89,40.0,Cabernet Sauvignon
US,89,25.0,Syrah
Morocco,89,15.0,Red Blend
Italy,89,60.0,Sangiovese
France,89,25.0,Pinot Noir
Italy,89,44.0,Sangiovese
Moldova,89,16.0,Red Blend
US,89,50.0,Bordeaux-style Red Blend
US,89,39.0,Pinot Noir
US,89,40.0,Chardonnay
Spain,89,18.0,Albariño
Bulgaria,89,15.0,Ruen
US,89,15.0,Gewürztraminer
US,89,24.0,Malbec
France,89,22.0,Rosé
France,89,30.0,Roussanne
Spain,89,23.0,Tempranillo
US,89,12.0,Sparkling Blend
US,89,18.0,Cabernet Sauvignon
Italy,89,70.0,Sangiovese
Italy,89,45.0,Sangiovese
Bulgaria,89,20.0,Red Blend
Bulgaria,89,20.0,Red Blend
US,89,85.0,Cabernet Sauvignon
Serbia,89,20.0,Riesling
US,89,21.0,Sauvignon Blanc
Serbia,89,40.0,Red Blend
US,89,36.0,Syrah
US,89,37.0,Viognier
US,89,36.0,Syrah
Italy,90,160.0,Nebbiolo
Israel,90,70.0,Cabernet Sauvignon
US,90,45.0,Pinot Noir
France,90,238.0,Chardonnay
Portugal,90,16.0,Portuguese Red
France,90,65.0,Chardonnay
Portugal,90,12.0,Portuguese Red
Italy,90,105.0,Nebbiolo
Germany,90,38.0,Riesling
Italy,90,38.0,Nebbiolo
US,90,48.0,Pinot Noir
US,90,35.0,Chardonnay
US,90,25.0,Zinfandel
Portugal,90,65.0,Port
Portugal,90,13.0,Portuguese Red
US,90,50.0,Pinot Noir
US,90,29.0,Syrah
US,90,64.0,Cabernet Sauvignon
US,90,28.0,Pinot Noir
Israel,90,85.0,Bordeaux-style Red Blend
Germany,90,27.0,Silvaner
US,90,14.0,Red Blend
US,90,40.0,Pinot Noir
Italy,90,55.0,Nebbiolo
Italy,90,20.0,Nebbiolo
Spain,90,29.0,Hondarrabi Zuri
Spain,90,40.0,Tempranillo
US,90,20.0,Merlot
Argentina,90,20.0,Malbec
Spain,89,15.0,Tempranillo Blend
Germany,89,23.0,Lemberger
US,89,25.0,Sauvignon Blanc
Spain,89,13.0,Tempranillo
Australia,89,34.0,Marsanne
Slovenia,89,29.0,Chardonnay
Italy,89,14.0,Grillo
Italy,89,30.0,Fiano
France,89,12.0,Rosé
France,89,10.0,Rosé
Slovenia,89,15.0,White Blend
US,89,15.0,Chardonnay
US,89,28.0,Pinot Noir
US,89,100.0,Pinot Noir
US,89,19.0,Sparkling Blend
US,89,24.0,Syrah
France,89,13.0,Rosé
Germany,89,19.0,Riesling
US,89,49.0,Pinot Noir
Spain,89,14.0,Tempranillo Blend
Germany,89,17.0,Riesling
Italy,89,19.0,Greco
US,89,25.0,Red Blend
US,89,22.0,Sauvignon Blanc
France,89,30.0,Pinot Noir
Italy,89,30.0,Catarratto
France,89,14.0,Pinot Blanc
France,89,28.0,Pinot Noir
France,89,24.0,Sylvaner
France,89,24.0,Auxerrois
France,89,17.0,White Blend
US,96,150.0,Cabernet Sauvignon
Italy,96,65.0,Sangiovese
France,95,202.0,Bordeaux-style Red Blend
France,95,66.0,Alsace white blend
France,95,38.0,Riesling
France,95,50.0,Alsace white blend
US,95,45.0,Pinot Noir
US,95,50.0,Pinot Noir
France,95,60.0,Bordeaux-style Red Blend
France,95,50.0,Riesling
Italy,95,65.0,Sangiovese
France,95,250.0,Bordeaux-style Red Blend
France,95,45.0,Riesling
US,95,72.0,Pinot Noir
France,95,90.0,Gewürztraminer
France,95,44.0,Riesling
Italy,95,95.0,Sangiovese
Italy,95,80.0,Sangiovese
Italy,95,120.0,Sangiovese
US,95,82.0,Pinot Noir
US,95,58.0,Pinot Noir
Italy,95,75.0,Sangiovese
France,95,165.0,Bordeaux-style Red Blend
France,95,35.0,Bordeaux-style White Blend
Italy,95,70.0,Sangiovese
Italy,95,90.0,Sangiovese
France,95,83.0,Pinot Gris
France,95,90.0,Pinot Gris
US,86,20.0,Riesling
France,86,18.0,Bordeaux-style Red Blend
US,86,12.0,Zinfandel
US,86,16.0,Sauvignon Blanc
US,86,25.0,Chardonnay
Italy,86,24.0,Red Blend
US,86,18.0,Merlot
France,86,30.0,Bordeaux-style Red Blend
France,86,10.0,Bordeaux-style Red Blend
Spain,86,23.0,Verdejo
US,86,40.0,Syrah
US,86,18.0,Chardonnay
US,86,35.0,Syrah
US,86,20.0,Red Blend
France,86,20.0,Bordeaux-style Red Blend
US,86,8.0,Pinot Noir
US,86,55.0,Pinot Noir
Italy,86,24.0,Red Blend
US,86,25.0,Bordeaux-style Red Blend
US,86,13.0,Cabernet Sauvignon
US,86,11.0,Cabernet Sauvignon
France,86,15.0,Sauvignon Blanc
US,86,20.0,Cabernet Sauvignon
Spain,86,28.0,Tempranillo
US,86,14.0,Chardonnay
US,86,16.0,Chardonnay
US,86,28.0,Chardonnay
US,86,10.0,Pinot Grigio
US,86,30.0,Petite Sirah
US,92,49.0,Pinot Noir
US,92,62.0,Cabernet Sauvignon
Spain,92,80.0,Tinta de Toro
France,92,65.0,Rosé
France,92,32.0,Rosé
Austria,92,43.0,Grüner Veltliner
France,92,40.0,Rosé
Spain,92,59.0,Tempranillo
US,92,65.0,Cabernet Sauvignon
Austria,92,15.0,Blaufränkisch
US,92,55.0,Syrah
US,92,36.0,Sangiovese
Austria,92,18.0,Grüner Veltliner
US,91,19.0,Chardonnay
US,91,50.0,Barbera
US,91,75.0,Bordeaux-style Red Blend
US,91,48.0,Cabernet Sauvignon
New Zealand,91,35.0,Champagne Blend
US,91,18.0,Syrah
Italy,91,29.0,Greco
Italy,91,40.0,Aglianico
Spain,91,60.0,Tempranillo Blend
US,91,49.0,Syrah
US,91,55.0,Pinot Noir
US,91,45.0,Chardonnay
US,91,35.0,Syrah
US,91,38.0,Syrah
US,91,60.0,Bordeaux-style Red Blend
US,91,20.0,Rhône-style White Blend
US,89,22.0,Rhône-style White Blend
Italy,89,90.0,Sangiovese
US,89,24.0,Chardonnay
US,89,34.0,Merlot
Canada,89,32.0,Merlot
Morocco,89,25.0,Red Blend
Spain,89,20.0,Tempranillo
Italy,89,65.0,Sangiovese
US,89,45.0,Sangiovese
Italy,89,15.0,Red Blend
US,89,36.0,Bordeaux-style Red Blend
Italy,89,49.0,Red Blend
Italy,89,15.0,Cabernet Sauvignon
Slovenia,89,22.0,Ribolla Gialla
US,89,20.0,Merlot
US,89,40.0,Syrah
Italy,89,107.0,Sangiovese
US,89,46.0,Cabernet Franc
US,89,29.0,Petite Sirah
US,89,30.0,Pinot Noir
US,89,21.0,Sauvignon Blanc
Serbia,89,40.0,Red Blend
US,89,36.0,Syrah
US,89,37.0,Viognier
US,89,36.0,Syrah
Bulgaria,89,12.0,Chardonnay
US,89,17.0,Chardonnay
US,89,45.0,Chardonnay
US,89,25.0,Syrah
US,89,22.0,Zinfandel
US,88,22.0,Pinot Noir
Italy,88,35.0,Vermentino
US,88,22.0,Red Blend
US,88,18.0,Gewürztraminer
Germany,88,18.0,Silvaner
Germany,88,13.0,Riesling
US,88,12.0,Pinot Noir
US,88,28.0,Rhône-style Red Blend
Chile,88,20.0,Syrah
US,88,13.0,Sauvignon Blanc
US,88,10.0,Petite Sirah
Spain,88,30.0,Tempranillo Blend
Italy,88,140.0,Merlot
Chile,88,20.0,Carmenère
France,88,14.0,Rosé
US,88,13.0,Pinot Gris
US,88,33.0,Pinot Noir
Italy,88,60.0,Red Blend
Italy,88,65.0,Merlot
France,88,16.0,Chardonnay-Sauvignon Blanc
US,88,25.0,Syrah-Grenache
US,88,35.0,Malbec
US,88,125.0,Bordeaux-style Red Blend
France,88,11.0,Red Blend
Spain,88,24.0,Tempranillo
France,88,17.0,White Blend
Greece,88,12.0,White Blend
France,88,20.0,Rhône-style White Blend
Germany,88,14.0,Riesling
US,91,35.0,Red Blend
Portugal,91,75.0,Portuguese Red
US,91,60.0,Champagne Blend
Chile,91,40.0,Red Blend
US,91,26.0,Chardonnay
US,91,36.0,Petit Verdot
Chile,91,35.0,Cabernet Sauvignon-Carmenère
France,91,25.0,Riesling
France,91,48.0,Gewürztraminer
France,91,29.0,Riesling
US,91,35.0,Chardonnay
US,91,48.0,Chardonnay
Canada,91,60.0,Vidal
Lebanon,91,30.0,Syrah-Cabernet Sauvignon
US,91,20.0,Syrah
US,91,70.0,Cabernet Sauvignon
Portugal,91,23.0,Portuguese Red
US,91,38.0,Zinfandel
US,91,25.0,Chardonnay
US,91,18.0,Chardonnay
US,91,40.0,Red Blend
France,91,24.0,Bordeaux-style Red Blend
US,91,20.0,Red Blend
Italy,91,40.0,Nebbiolo
France,91,50.0,Bordeaux-style Red Blend
US,91,20.0,Cabernet Sauvignon
US,91,80.0,Red Blend
France,90,46.0,Chardonnay
US,90,19.0,Pinot Blanc
Italy,90,18.0,Sauvignon
Italy,90,75.0,Sangiovese
Italy,90,18.0,Garganega
Italy,90,20.0,Turbiana
US,90,48.0,Pinot Noir
Italy,90,20.0,Pinot Grigio
Portugal,90,13.0,Portuguese White
France,90,60.0,Bordeaux-style Red Blend
France,90,23.0,Bordeaux-style Red Blend
US,90,32.0,Pinot Noir
Portugal,90,19.0,Alvarinho
Germany,90,35.0,Rieslaner
Germany,90,33.0,Riesling
Germany,90,18.0,Riesling
Germany,90,23.0,Riesling
US,90,28.0,Marsanne-Roussanne
Germany,90,32.0,Riesling
Italy,90,18.0,Pinot Bianco
Portugal,90,20.0,Cabernet Sauvignon
US,90,35.0,Chardonnay
Germany,90,15.0,Riesling
US,90,36.0,Syrah
US,90,32.0,Albariño
US,90,49.0,Cabernet Sauvignon
US,90,40.0,Zinfandel
Italy,90,60.0,Red Blend
US,87,40.0,Red Blend
Argentina,87,15.0,White Blend
US,87,45.0,Cabernet Sauvignon
Italy,87,60.0,Nebbiolo
US,87,28.0,Petit Verdot
Italy,87,50.0,Nebbiolo
Argentina,87,39.0,Malbec
Portugal,87,13.0,Arinto
Spain,87,11.0,Tempranillo
US,87,20.0,Merlot
Spain,87,10.0,Rosado
US,87,48.0,Pinot Noir
Argentina,87,12.0,Torrontés
Portugal,87,12.0,Portuguese Red
Argentina,87,28.0,Cabernet Sauvignon
US,87,75.0,Cabernet Sauvignon
Italy,87,45.0,Nebbiolo
US,87,26.0,Pinot Noir
US,87,26.0,Viognier
US,87,30.0,Chardonnay
Portugal,87,12.0,Portuguese White
US,87,11.0,Pinot Noir
France,87,17.0,Bordeaux-style Red Blend
France,87,20.0,Bordeaux-style Red Blend
France,87,13.0,Bordeaux-style White Blend
France,87,26.0,Sauvignon Blanc
US,87,16.0,Pinot Gris
Spain,89,30.0,Tempranillo
Germany,89,20.0,Dornfelder
Italy,89,60.0,Nebbiolo
Australia,89,20.0,Pinot Noir
Italy,89,70.0,Nebbiolo
Spain,89,33.0,Tempranillo
Argentina,89,22.0,Malbec
Italy,89,45.0,Nebbiolo
Italy,89,79.0,Nebbiolo
US,89,48.0,Pinot Noir
Germany,89,14.0,Pinot Gris
US,89,65.0,Syrah
US,89,20.0,Viognier
France,89,12.0,Bordeaux-style White Blend
Germany,89,13.0,Silvaner
Germany,89,24.0,Riesling
US,89,32.0,Syrah
US,89,32.0,Red Blend
France,89,29.0,Sauvignon Blanc
Italy,89,79.0,Nebbiolo
Portugal,89,15.0,Alicante Bouschet
Australia,89,20.0,Pinot Noir
US,89,22.0,Viognier
Italy,89,45.0,Nebbiolo
US,89,48.0,Pinot Noir
Spain,89,73.0,Tempranillo
US,89,45.0,Pinot Noir
Italy,89,48.0,Nebbiolo
France,89,12.0,Pinot Blanc
France,89,14.0,Pinot Blanc
France,89,13.0,Sylvaner
US,89,45.0,Pinot Noir
Spain,89,20.0,Garnacha
Spain,89,20.0,Tempranillo Blend
Chile,89,17.0,Sauvignon Blanc
US,89,45.0,Malbec
Spain,89,65.0,Tinto Fino
Italy,89,23.0,Carricante
US,89,22.0,Sauvignon Blanc
US,89,32.0,Viognier
Italy,89,18.0,Fiano
US,89,32.0,Chardonnay
US,89,25.0,Merlot
US,89,28.0,Tempranillo
France,89,37.0,Pinot Noir
Moldova,89,39.0,Red Blend
Chile,89,20.0,Cabernet Sauvignon
US,89,22.0,Chardonnay
US,89,49.0,Syrah
US,89,76.0,Mourvèdre
Spain,89,17.0,Albariño
Italy,89,80.0,Carricante
Italy,89,15.0,Grillo
US,89,35.0,Grenache
Italy,89,52.0,Nerello Mascalese
France,89,38.0,Pinot Noir
US,95,75.0,Pinot Noir
US,95,45.0,Pinot Noir
France,95,41.0,Riesling
Australia,95,500.0,Cabernet Sauvignon
US,95,75.0,Syrah
France,95,65.0,Gewürztraminer
US,95,95.0,Pinot Noir
Spain,95,70.0,Tempranillo
France,95,85.0,Bordeaux-style Red Blend
France,95,75.0,Bordeaux-style Red Blend
France,95,30.0,Riesling
France,95,35.0,Bordeaux-style White Blend
US,95,62.0,Pinot Noir
Australia,95,200.0,Shiraz
US,95,58.0,Pinot Noir
France,95,150.0,Bordeaux-style Red Blend
Australia,95,95.0,Red Blend
Australia,95,185.0,Grenache
France,95,100.0,Riesling
Italy,95,63.0,Sangiovese
US,95,60.0,Pinot Noir
France,95,98.0,Alsace white blend
France,95,43.0,Riesling
US,95,70.0,Pinot Noir
US,95,60.0,Pinot Noir
US,95,82.0,Pinot Noir
France,94,120.0,Bordeaux-style Red Blend
France,86,20.0,Bordeaux-style Red Blend
US,86,8.0,Pinot Noir
US,86,55.0,Pinot Noir
France,86,20.0,Bordeaux-style Red Blend
Italy,86,75.0,Sangiovese
Spain,86,12.0,Tempranillo
Spain,86,15.0,Tempranillo Blend
Argentina,86,13.0,Cabernet Sauvignon
France,86,25.0,Bordeaux-style Red Blend
France,86,28.0,Bordeaux-style Red Blend
France,86,25.0,Bordeaux-style Red Blend
France,86,39.0,Bordeaux-style Red Blend
US,86,26.0,Bordeaux-style Red Blend
Argentina,86,11.0,Chenin Blanc-Chardonnay
France,86,15.0,Bordeaux-style Red Blend
US,86,15.0,Chardonnay
Spain,86,14.0,Godello
US,86,28.0,Red Blend
Italy,86,70.0,Sangiovese
Italy,86,90.0,Sangiovese
Italy,86,100.0,Sangiovese
Italy,86,100.0,Sangiovese
US,86,13.0,Cabernet Sauvignon
Italy,86,90.0,Sangiovese
Argentina,86,16.0,Cabernet Sauvignon
US,86,18.0,Chardonnay
US,86,12.0,Chardonnay
US,86,50.0,Petite Sirah
US,86,14.0,Rhône-style White Blend
US,91,25.0,Chardonnay
US,91,32.0,Chardonnay
Austria,91,22.0,Gelber Muskateller
Austria,91,15.0,Grüner Veltliner
New Zealand,91,30.0,Sauvignon Blanc
US,91,67.0,Pinot Noir
US,91,90.0,Cabernet Sauvignon
Austria,91,18.0,Blaufränkisch
Italy,91,45.0,Sauvignon
Austria,91,13.0,Grüner Veltliner
US,91,30.0,Sauvignon Blanc
France,91,60.0,Provence red blend
France,91,24.0,Rosé
France,91,25.0,Rosé
France,91,90.0,Viognier
Italy,91,35.0,Greco
France,91,24.0,Rosé
France,91,20.0,Rosé
France,91,17.0,Rosé
France,91,20.0,Rosé
Austria,91,17.0,Gelber Muskateller
Austria,91,17.0,Roter Veltliner
US,91,39.0,Red Blend
US,91,55.0,Pinot Noir
US,91,24.0,Sauvignon Blanc-Semillon
US,91,89.0,Cabernet Sauvignon
US,91,20.0,Rosé
Spain,91,80.0,Tempranillo-Cabernet Sauvignon
US,91,28.0,Zinfandel
US,91,54.0,Cabernet Sauvignon
Italy,89,80.0,Sangiovese
Italy,89,100.0,Sangiovese
US,89,20.0,Pinot Gris
Italy,89,128.0,Sangiovese
US,89,12.0,Chardonnay
France,89,50.0,Chardonnay
France,89,40.0,Sauvignon Blanc
US,89,32.0,Petite Verdot
US,89,40.0,Bordeaux-style Red Blend
Macedonia,89,15.0,Vranec
US,89,35.0,Pinot Noir
US,89,25.0,Cabernet Sauvignon
Italy,89,130.0,Sangiovese
US,89,30.0,Petit Verdot
US,89,49.0,Zinfandel
US,89,34.0,Syrah
US,89,45.0,Merlot
France,89,79.0,Pinot Noir
Canada,89,40.0,Pinot Noir
US,89,25.0,Pinot Noir
Italy,89,14.0,Sangiovese
US,89,26.0,Syrah
Slovenia,89,27.0,Ribolla Gialla
Italy,89,99.0,Sangiovese
Italy,89,30.0,Red Blend
India,89,12.0,Sauvignon Blanc
US,89,18.0,Red Blend
Canada,89,18.0,Chardonnay
US,89,10.0,Merlot
Italy,89,33.0,Sangiovese
US,91,20.0,Cabernet Sauvignon
US,91,80.0,Red Blend
US,91,35.0,Rhône-style Red Blend
US,91,35.0,Grenache-Syrah
US,91,34.0,Grenache
US,91,35.0,Zinfandel
US,91,42.0,Cabernet Sauvignon
US,91,20.0,Cabernet Sauvignon
France,90,29.0,Riesling
France,90,21.0,White Blend
Uruguay,90,45.0,Red Blend
US,90,75.0,Cabernet Sauvignon
US,90,15.0,Riesling
US,90,55.0,Chardonnay
Uruguay,90,57.0,Red Blend
France,90,38.0,Bordeaux-style Red Blend
France,90,30.0,Bordeaux-style Red Blend
France,90,24.0,Bordeaux-style Red Blend
France,90,14.0,Bordeaux-style Red Blend
US,90,29.0,Cabernet Franc
Portugal,90,24.0,Aragonez
US,90,18.0,Sauvignon Blanc
US,90,65.0,Cabernet Sauvignon
Slovenia,90,23.0,Vitovska
India,90,12.0,Sauvignon Blanc
US,90,26.0,Zinfandel
US,90,25.0,Rhône-style Red Blend
US,90,24.0,Sangiovese
US,90,90.0,Cabernet Sauvignon
US,90,50.0,Syrah
Germany,88,27.0,Gewürztraminer
Spain,88,70.0,Godello
US,88,25.0,Cabernet Franc
Italy,88,26.0,Nebbiolo
France,88,19.0,Malbec
France,88,30.0,Malbec
US,88,18.0,Red Blend
Germany,88,18.0,Riesling
Germany,88,24.0,Riesling
Italy,88,32.0,Red Blend
US,88,36.0,Chardonnay
US,88,25.0,Sauvignon Blanc
France,88,16.0,White Blend
US,88,30.0,Rhône-style Red Blend
US,88,22.0,Rosé
France,88,16.0,Rosé
US,88,25.0,Sauvignon Blanc
US,88,30.0,Viognier
Italy,88,20.0,Red Blend
US,88,16.0,Pinot Gris
Spain,88,24.0,Syrah
US,88,24.0,Pinot Noir-Syrah
Chile,88,20.0,Cabernet Sauvignon
US,88,30.0,Pinot Noir
Germany,88,26.0,Riesling
US,88,60.0,Pinot Noir
US,88,21.0,Albariño
US,88,25.0,Sauvignon Blanc
US,88,26.0,Pinot Noir
Italy,88,18.0,Sangiovese
US,90,75.0,Pinot Noir
Italy,90,30.0,Sauvignon
US,90,29.0,Gamay Noir
US,90,30.0,Merlot
US,90,80.0,Pinot Noir
Italy,90,37.0,Pinot Bianco
France,90,45.0,Bordeaux-style Red Blend
France,90,25.0,Malbec
Portugal,90,13.0,Portuguese Red
Germany,89,110.0,Spätburgunder
France,89,50.0,Chardonnay
Italy,89,22.0,Pinot Grigio
Italy,89,18.0,Pinot Grigio
Portugal,89,14.0,Portuguese Red
US,89,80.0,Bordeaux-style Red Blend
US,89,60.0,Pinot Noir
France,89,40.0,Syrah
France,89,25.0,Bordeaux-style Red Blend
US,89,42.0,Chardonnay
US,89,68.0,Cabernet Sauvignon
US,89,20.0,Pinot Noir
Italy,89,30.0,Red Blend
France,89,22.0,Gamay
France,89,25.0,Gamay
Italy,89,25.0,Turbiana
Portugal,89,13.0,Portuguese White
Germany,89,14.0,Pinot Noir
US,89,20.0,Pinot Noir
Portugal,89,14.0,Aragonês
US,89,40.0,Red Blend
Germany,89,30.0,Riesling
Germany,89,40.0,Riesling
France,89,16.0,Malbec
Spain,89,26.0,White Blend
Italy,89,35.0,Nebbiolo
Italy,89,26.0,Nebbiolo
US,89,45.0,Pinot Noir
Germany,89,25.0,Pinot Gris
US,89,40.0,Red Blend
US,89,35.0,Gewürztraminer
France,89,43.0,Chardonnay
Spain,89,18.0,Albariño
Argentina,89,25.0,Red Blend
Italy,89,42.0,Nebbiolo
US,89,50.0,Pinot Noir
US,89,75.0,Pinot Noir
Spain,89,16.0,Tempranillo
Israel,89,18.0,Chardonnay
Argentina,89,35.0,Red Blend
Germany,89,19.0,Grauburgunder
Germany,89,24.0,Riesling
Germany,89,20.0,Riesling
US,87,22.0,Viognier
US,87,50.0,Red Blend
US,87,16.0,White Blend
US,87,39.0,Chardonnay
Slovenia,87,12.0,Red Blend
Croatia,87,19.0,Posip
Italy,87,80.0,Nebbiolo
US,87,36.0,White Blend
US,87,54.0,Petite Sirah
US,87,19.0,Merlot
Spain,87,23.0,Red Blend
Spain,87,52.0,Red Blend
US,87,50.0,Red Blend
Italy,87,25.0,Nebbiolo
Portugal,87,10.0,Syrah
US,87,40.0,Meritage
US,87,48.0,Pinot Noir
US,87,70.0,Cabernet Sauvignon
Italy,87,66.0,Nebbiolo
US,87,17.0,Pinot Noir
US,87,22.0,Meritage
US,87,49.0,Cabernet Sauvignon
France,87,26.0,Pinot Noir
US,87,18.0,Cabernet Sauvignon-Merlot
US,87,23.0,Red Blend
US,87,42.0,Pinot Noir
US,87,36.0,Bordeaux-style Red Blend
US,87,34.0,Chardonnay
US,87,25.0,Viognier
France,89,48.0,Pinot Noir
France,89,35.0,Chardonnay
US,89,50.0,Pinot Noir
France,89,23.0,Alsace white blend
France,89,24.0,Auxerrois
France,89,15.0,Pinot Blanc
US,89,45.0,Pinot Noir
US,89,39.0,Cabernet Sauvignon
France,89,15.0,Pinot Blanc
France,89,15.0,Alsace white blend
Chile,89,24.0,Chardonnay
US,89,60.0,Cabernet Sauvignon
US,89,28.0,Red Blend
Italy,89,22.0,Red Blend
US,89,27.0,Cabernet Franc
Italy,89,25.0,Greco
Germany,89,20.0,Riesling
Italy,89,49.0,Cannonau
Italy,89,40.0,Fiano
Italy,89,21.0,Fiano
US,89,32.0,Zinfandel
Italy,89,22.0,Nero d'Avola
US,89,80.0,Cabernet Sauvignon
Chile,89,20.0,Riesling
Australia,89,35.0,Riesling
Italy,89,25.0,Fiano
US,89,38.0,Zinfandel
Spain,89,13.0,Tempranillo
Spain,89,80.0,Garnacha
US,89,25.0,Barbera
France,94,26.0,Riesling
France,94,45.0,Riesling
US,94,63.0,Pinot Noir
France,94,32.0,Riesling
France,94,27.0,Riesling
Italy,94,90.0,Sangiovese
US,94,65.0,Pinot Noir
US,94,65.0,Pinot Noir
US,94,105.0,Pinot Noir
Spain,94,105.0,Carignan
US,94,55.0,Pinot Noir
US,94,48.0,Chardonnay
Italy,94,65.0,Sangiovese
US,94,90.0,Pinot Noir
France,94,45.0,Riesling
France,94,65.0,Muscat
US,94,72.0,Bordeaux-style Red Blend
US,94,63.0,Pinot Noir
US,94,100.0,Red Blend
France,94,37.0,Pinot Gris
France,94,44.0,Riesling
US,94,58.0,Pinot Noir
US,94,38.0,Chardonnay
Spain,94,58.0,Tempranillo Blend
France,94,50.0,Bordeaux-style Red Blend
France,94,130.0,Bordeaux-style Red Blend
France,94,50.0,Pinot Gris
France,94,24.0,Pinot Gris
France,94,50.0,Bordeaux-style White Blend
US,86,9.0,Chardonnay
US,86,12.0,Cabernet Sauvignon
US,86,20.0,Riesling
US,86,18.0,Cabernet Franc
US,86,26.0,Chardonnay
US,86,24.0,Rhône-style White Blend
Argentina,86,14.0,Torrontés
US,86,7.0,Pinot Grigio
US,86,28.0,Red Blend
US,86,20.0,Red Blend
Spain,86,10.0,Monastrell
Spain,86,8.0,Garnacha Blanca
US,86,11.0,Sauvignon Blanc
Italy,86,50.0,Sangiovese
Argentina,86,15.0,Petit Verdot
US,86,34.0,Rhône-style Red Blend
US,86,25.0,Chardonnay
US,86,17.0,Pinot Grigio
US,86,15.0,Cabernet Sauvignon
US,86,60.0,Cabernet Sauvignon
France,86,10.0,Bordeaux-style Red Blend
US,86,18.0,Red Blend
US,86,20.0,Chardonnay
France,86,35.0,Sauvignon Blanc
France,86,20.0,Bordeaux-style Red Blend
France,86,19.0,Bordeaux-style Red Blend
US,86,23.0,Merlot
US,86,17.0,Chardonnay
France,86,11.0,Bordeaux-style Red Blend
US,86,40.0,Syrah
France,88,19.0,Malbec
France,88,30.0,Malbec
US,88,18.0,Red Blend
Germany,88,18.0,Riesling
Spain,88,70.0,Godello
Germany,88,14.0,Riesling
Germany,88,24.0,Riesling
US,88,25.0,Cabernet Franc
Italy,88,26.0,Nebbiolo
Germany,88,27.0,Gewürztraminer
Spain,87,19.0,Red Blend
France,87,14.0,Rosé
Spain,87,20.0,Carignan
France,87,15.0,Rosé
Spain,87,24.0,Syrah
Portugal,87,8.0,Portuguese Red
US,87,10.0,Gewürztraminer
US,87,10.0,Chardonnay
US,87,15.0,Chardonnay
France,87,12.0,White Blend
France,87,19.0,Mauzac
US,87,39.0,Port
US,87,30.0,Chardonnay
Portugal,87,15.0,Syrah
US,87,16.0,Pinot Noir
US,87,30.0,Malbec
France,87,11.0,Gros and Petit Manseng
Spain,87,20.0,Albariño
US,87,42.0,Pinot Noir
US,87,35.0,Syrah
US,91,32.0,Petite Sirah
US,91,65.0,Cabernet Sauvignon
New Zealand,91,46.0,Pinot Noir
US,91,48.0,Pinot Noir
US,91,48.0,Syrah
US,91,22.0,Rosé
France,91,35.0,Rosé
France,91,52.0,Rosé
France,91,22.0,Rosé
US,91,50.0,Pinot Noir
US,91,29.0,Red Blend
US,91,75.0,Cabernet Sauvignon
Austria,91,17.0,Blaufränkisch
